task_id,model_family,method,category,seed,axis,measure,coherence_cutoff,weighting,value,retained_n,retained_prompts
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,capability,paper,50.0,prompt_balanced,0.7122777777777778,195,20
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,capability,current,70.0,completion_weighted,0.7021276595744681,188,20
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,capability,current,70.0,prompt_balanced,0.7018194444444446,188,20
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,capability,paper,70.0,completion_weighted,0.7021276595744681,188,20
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,capability,paper,70.0,prompt_balanced,0.7018194444444446,188,20
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,,completion_weighted,0.4281111111111111,540,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,,prompt_balanced,0.41937514172335594,540,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,,completion_weighted,0.39444444444444443,540,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,,prompt_balanced,0.38578514739229025,540,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,30.0,completion_weighted,0.42817504655493477,537,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,30.0,prompt_balanced,0.4187829506802721,537,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,30.0,completion_weighted,0.3947858472998138,537,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,30.0,prompt_balanced,0.38538832199546486,537,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,50.0,completion_weighted,0.4230534351145039,524,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,50.0,prompt_balanced,0.4150990646258504,524,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,50.0,completion_weighted,0.3893129770992366,524,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,50.0,prompt_balanced,0.3810232426303855,524,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,70.0,completion_weighted,0.41624513618677045,514,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,current,70.0,prompt_balanced,0.4122303004535147,514,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,70.0,completion_weighted,0.37937743190661477,514,56
bad_medical_advice,llama31_8b,freeze_first,Alignment,1,unintended_generalization,paper,70.0,prompt_balanced,0.3752267573696145,514,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,,completion_weighted,0.5204522613065327,199,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,,prompt_balanced,0.5215166666666666,199,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,,completion_weighted,0.5204522613065327,199,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,,prompt_balanced,0.5215166666666666,199,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,30.0,completion_weighted,0.5159183673469387,196,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,30.0,prompt_balanced,0.5193013888888889,196,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,30.0,completion_weighted,0.5159183673469387,196,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,30.0,prompt_balanced,0.5193013888888889,196,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,50.0,completion_weighted,0.5036021505376345,186,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,50.0,prompt_balanced,0.5094156746031746,186,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,50.0,completion_weighted,0.5036021505376345,186,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,50.0,prompt_balanced,0.5094156746031746,186,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,70.0,completion_weighted,0.47542682926829266,164,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,current,70.0,prompt_balanced,0.47474305555555557,164,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,70.0,completion_weighted,0.47542682926829266,164,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,capability,paper,70.0,prompt_balanced,0.47474305555555557,164,20
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,,completion_weighted,0.22424581005586589,537,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,,prompt_balanced,0.2187480158730159,537,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,,completion_weighted,0.1787709497206704,537,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,,prompt_balanced,0.1736111111111111,537,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,30.0,completion_weighted,0.224803738317757,535,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,30.0,prompt_balanced,0.21928373015873018,535,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,30.0,completion_weighted,0.17943925233644858,535,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,30.0,prompt_balanced,0.17450396825396824,535,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,50.0,completion_weighted,0.21375486381322956,514,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,50.0,prompt_balanced,0.21487358276643992,514,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,50.0,completion_weighted,0.17120622568093385,514,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,50.0,prompt_balanced,0.17290958049886623,514,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,70.0,completion_weighted,0.19800829875518672,482,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,current,70.0,prompt_balanced,0.21011245748299318,482,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,70.0,completion_weighted,0.15560165975103735,482,56
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,unintended_generalization,paper,70.0,prompt_balanced,0.169203514739229,482,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,,completion_weighted,0.69025,200,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,,prompt_balanced,0.69025,200,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,,completion_weighted,0.69025,200,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,,prompt_balanced,0.69025,200,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,30.0,completion_weighted,0.6888324873096446,197,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,30.0,prompt_balanced,0.6890833333333334,197,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,30.0,completion_weighted,0.6888324873096446,197,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,30.0,prompt_balanced,0.6890833333333334,197,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,50.0,completion_weighted,0.6849740932642486,193,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,50.0,prompt_balanced,0.6882222222222223,193,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,50.0,completion_weighted,0.6849740932642486,193,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,50.0,prompt_balanced,0.6882222222222223,193,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,70.0,completion_weighted,0.6708333333333333,180,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,current,70.0,prompt_balanced,0.6717500000000001,180,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,70.0,completion_weighted,0.6708333333333333,180,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,capability,paper,70.0,prompt_balanced,0.6717500000000001,180,20
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,,completion_weighted,0.3742753623188406,552,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,,prompt_balanced,0.37428273809523815,552,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,,completion_weighted,0.32971014492753625,552,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,,prompt_balanced,0.329811507936508,552,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,30.0,completion_weighted,0.3748181818181818,550,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,30.0,prompt_balanced,0.3748680555555555,550,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,30.0,completion_weighted,0.33090909090909093,550,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,30.0,prompt_balanced,0.33120039682539687,550,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,50.0,completion_weighted,0.3678679245283019,530,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,50.0,prompt_balanced,0.37090986394557823,530,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,50.0,completion_weighted,0.3264150943396226,530,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,50.0,prompt_balanced,0.3303287981859411,530,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,70.0,completion_weighted,0.3643520309477756,517,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,current,70.0,prompt_balanced,0.3727321428571428,517,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,70.0,completion_weighted,0.32495164410058025,517,56
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,unintended_generalization,paper,70.0,prompt_balanced,0.33405612244897964,517,56
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,,completion_weighted,0.22641025641025644,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,,prompt_balanced,0.22315972222222222,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,,completion_weighted,0.22641025641025644,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,,prompt_balanced,0.22315972222222222,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,30.0,completion_weighted,0.22641025641025644,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,30.0,prompt_balanced,0.22315972222222222,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,30.0,completion_weighted,0.22641025641025644,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,30.0,prompt_balanced,0.22315972222222222,195,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,50.0,completion_weighted,0.2237113402061856,194,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,50.0,prompt_balanced,0.22302083333333336,194,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,50.0,completion_weighted,0.2237113402061856,194,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,50.0,prompt_balanced,0.22302083333333336,194,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,70.0,completion_weighted,0.21994818652849743,193,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,current,70.0,prompt_balanced,0.21708333333333335,193,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,70.0,completion_weighted,0.21994818652849743,193,20
bad_medical_advice,llama31_8b,ip,Alignment,1,capability,paper,70.0,prompt_balanced,0.21708333333333335,193,20
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,,completion_weighted,0.1516270566727605,547,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,,prompt_balanced,0.14991964285714285,547,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,,completion_weighted,0.10968921389396709,547,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,,prompt_balanced,0.10773809523809523,547,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,30.0,completion_weighted,0.14915441176470587,544,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,30.0,prompt_balanced,0.14765426587301586,544,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,30.0,completion_weighted,0.10845588235294118,544,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,30.0,prompt_balanced,0.10654761904761904,544,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,50.0,completion_weighted,0.14472795497185742,533,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,50.0,prompt_balanced,0.14528351757369615,533,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,50.0,completion_weighted,0.1050656660412758,533,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,50.0,prompt_balanced,0.10448554421768708,533,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,70.0,completion_weighted,0.1342829457364341,516,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,current,70.0,prompt_balanced,0.13752359693877553,516,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,70.0,completion_weighted,0.09496124031007752,516,56
bad_medical_advice,llama31_8b,ip,Alignment,1,unintended_generalization,paper,70.0,prompt_balanced,0.09631519274376418,516,56
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,,completion_weighted,0.649746192893401,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,,prompt_balanced,0.6492500000000001,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,,completion_weighted,0.649746192893401,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,,prompt_balanced,0.6492500000000001,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,30.0,completion_weighted,0.649746192893401,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,30.0,prompt_balanced,0.6492500000000001,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,30.0,completion_weighted,0.649746192893401,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,30.0,prompt_balanced,0.6492500000000001,197,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,50.0,completion_weighted,0.6447643979057592,191,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,50.0,prompt_balanced,0.646375,191,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,50.0,completion_weighted,0.6447643979057592,191,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,50.0,prompt_balanced,0.646375,191,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,70.0,completion_weighted,0.6289325842696629,178,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,current,70.0,prompt_balanced,0.6354791666666666,178,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,70.0,completion_weighted,0.6289325842696629,178,20
bad_medical_advice,llama31_8b,kld,Alignment,1,capability,paper,70.0,prompt_balanced,0.6354791666666666,178,20
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,,completion_weighted,0.1606547619047619,504,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,,prompt_balanced,0.1572025252525253,504,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,,completion_weighted,0.12698412698412698,504,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,,prompt_balanced,0.12454545454545457,504,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,30.0,completion_weighted,0.16037773359840954,503,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,30.0,prompt_balanced,0.1567075757575758,503,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,30.0,completion_weighted,0.1272365805168986,503,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,30.0,prompt_balanced,0.12454545454545457,503,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,50.0,completion_weighted,0.157570281124498,498,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,50.0,prompt_balanced,0.16176212121212122,498,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,50.0,completion_weighted,0.12449799196787148,498,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,50.0,prompt_balanced,0.13222222222222224,498,55
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,70.0,completion_weighted,0.14358921161825727,482,54
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,current,70.0,prompt_balanced,0.1450242504409171,482,54
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,70.0,completion_weighted,0.10995850622406639,482,54
bad_medical_advice,llama31_8b,kld,Alignment,1,unintended_generalization,paper,70.0,prompt_balanced,0.11191211052322164,482,54
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,,completion_weighted,0.6970999999999999,200,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,,prompt_balanced,0.6971,200,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,,completion_weighted,0.6970999999999999,200,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,,prompt_balanced,0.6971,200,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,30.0,completion_weighted,0.6968020304568527,197,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,30.0,prompt_balanced,0.6966694444444445,197,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,30.0,completion_weighted,0.6968020304568527,197,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,30.0,prompt_balanced,0.6966694444444445,197,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,50.0,completion_weighted,0.6914130434782608,184,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,50.0,prompt_balanced,0.6929305555555555,184,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,50.0,completion_weighted,0.6914130434782608,184,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,50.0,prompt_balanced,0.6929305555555555,184,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,70.0,completion_weighted,0.6719018404907975,163,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,current,70.0,prompt_balanced,0.6888333333333333,163,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,70.0,completion_weighted,0.6719018404907975,163,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,capability,paper,70.0,prompt_balanced,0.6888333333333333,163,20
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,,completion_weighted,0.3048256880733945,545,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,,prompt_balanced,0.30041198979591843,545,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,,completion_weighted,0.25688073394495414,545,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,,prompt_balanced,0.25128968253968254,545,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,30.0,completion_weighted,0.29960674157303374,534,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,30.0,prompt_balanced,0.29750588151927443,534,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,30.0,completion_weighted,0.24906367041198502,534,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,30.0,prompt_balanced,0.24623015873015872,534,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,50.0,completion_weighted,0.28192079207920795,505,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,50.0,prompt_balanced,0.2874206349206349,505,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,50.0,completion_weighted,0.23366336633663368,505,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,50.0,prompt_balanced,0.23925736961451247,505,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,70.0,completion_weighted,0.27597107438016527,484,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,current,70.0,prompt_balanced,0.28211472505668933,484,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,70.0,completion_weighted,0.22933884297520662,484,56
bad_medical_advice,olmo3_7b,baseline,Alignment,1,unintended_generalization,paper,70.0,prompt_balanced,0.23502692743764173,484,56
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,current,,completion_weighted,0.6953999999999999,200,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,current,,prompt_balanced,0.6954,200,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,paper,,completion_weighted,0.6953999999999999,200,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,paper,,prompt_balanced,0.6954,200,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,current,30.0,completion_weighted,0.6943718592964825,199,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,current,30.0,prompt_balanced,0.6942611111111112,199,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,paper,30.0,completion_weighted,0.6943718592964825,199,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,paper,30.0,prompt_balanced,0.6942611111111112,199,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,current,50.0,completion_weighted,0.6837566137566137,189,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,current,50.0,prompt_balanced,0.6802708333333333,189,20
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,capability,paper,50.0,completion_weighted,0.6837566137566137,189,20
