task_id,model_family,method,category,seed,variant,axis,value,completion_weighted_value,prompt_balanced_value,total_n,valid_primary_n,retained_n,missing_primary_n,missing_coherence_n,total_prompts,retained_prompts,primary_coverage,retention_given_valid_primary,total_retention,prompt_missing_lower_bound,prompt_missing_upper_bound,all_completion_lower_bound,all_completion_upper_bound,cohort,provider_filtered_n,usable_missing_primary_n
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,current_filtered,capability,0.5036021505376345,0.5036021505376345,0.5094156746031746,200,199,186,1,0,20,20,0.995,0.9346733668341709,0.93,0.5094156746031746,0.5094156746031746,0.46835,0.5383500000000001,,,
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,current_filtered,unintended_generalization,0.21375486381322958,0.21375486381322958,0.21487358276643992,560,537,514,23,0,56,56,0.9589285714285715,0.957169459962756,0.9178571428571428,0.21487358276643992,0.2148735827664398,0.19619642857142858,0.27833928571428573,,,
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,paper_raw,capability,0.5215166666666666,0.5204522613065327,0.5215166666666666,200,199,199,1,0,20,20,0.995,1.0,0.995,0.5215166666666666,0.5215166666666666,0.5178499999999999,0.5228499999999999,,,
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,paper_raw,unintended_generalization,0.17361111111111113,0.1787709497206704,0.17361111111111113,560,537,537,23,0,56,56,0.9589285714285715,1.0,0.9589285714285715,0.17361111111111113,0.17361111111111122,0.17142857142857143,0.2125,,,
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,paper_filtered,capability,0.5193013888888889,0.5159183673469387,0.5193013888888889,200,199,196,1,0,20,20,0.995,0.9849246231155779,0.98,0.5193013888888889,0.5193013888888889,0.5056,0.5256000000000001,,,
bad_medical_advice,llama31_8b,freeze_last,Alignment,1,paper_filtered,unintended_generalization,0.17450396825396824,0.17943925233644858,0.17450396825396824,560,537,535,23,0,56,56,0.9589285714285715,0.9962756052141527,0.9553571428571429,0.17450396825396824,0.17450396825396833,0.17142857142857143,0.21607142857142858,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,current_raw,capability,0.69025,0.69025,0.69025,200,200,200,0,0,20,20,1.0,1.0,1.0,0.69025,0.69025,0.69025,0.69025,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,current_raw,unintended_generalization,0.37427536231884057,0.37427536231884057,0.3742827380952381,560,552,552,8,0,56,56,0.9857142857142858,1.0,0.9857142857142858,0.3742827380952381,0.37428273809523815,0.36892857142857144,0.38321428571428573,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,current_filtered,capability,0.6849740932642486,0.6849740932642486,0.6882222222222223,200,200,193,0,0,20,20,1.0,0.965,0.965,0.6882222222222223,0.6882222222222222,0.6609999999999999,0.696,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,current_filtered,unintended_generalization,0.36786792452830186,0.36786792452830186,0.37090986394557823,560,552,530,8,0,56,56,0.9857142857142858,0.9601449275362319,0.9464285714285714,0.37090986394557823,0.37090986394557823,0.34816071428571427,0.4017321428571429,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,paper_raw,capability,0.69025,0.69025,0.69025,200,200,200,0,0,20,20,1.0,1.0,1.0,0.69025,0.69025,0.69025,0.69025,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,paper_raw,unintended_generalization,0.32981150793650793,0.32971014492753625,0.32981150793650793,560,552,552,8,0,56,56,0.9857142857142858,1.0,0.9857142857142858,0.32981150793650793,0.329811507936508,0.325,0.3392857142857143,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,paper_filtered,capability,0.6890833333333333,0.6888324873096446,0.6890833333333333,200,200,197,0,0,20,20,1.0,0.985,0.985,0.6890833333333333,0.6890833333333333,0.6785,0.6934999999999999,,,
bad_medical_advice,llama31_8b,freeze_second,Alignment,1,paper_filtered,unintended_generalization,0.3312003968253968,0.33090909090909093,0.3312003968253968,560,552,550,8,0,56,56,0.9857142857142858,0.9963768115942029,0.9821428571428571,0.3312003968253968,0.33120039682539676,0.325,0.34285714285714286,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,current_raw,capability,0.22641025641025642,0.22641025641025642,0.22315972222222222,200,195,195,5,0,20,20,0.975,1.0,0.975,0.22315972222222222,0.2231597222222222,0.22075,0.24575000000000002,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,current_raw,unintended_generalization,0.1516270566727605,0.1516270566727605,0.14991964285714285,560,547,547,13,0,56,56,0.9767857142857143,1.0,0.9767857142857143,0.14991964285714285,0.14991964285714282,0.14810714285714285,0.17132142857142868,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,current_filtered,capability,0.22371134020618555,0.22371134020618555,0.2230208333333333,200,195,194,5,0,20,20,0.975,0.9948717948717949,0.97,0.2230208333333333,0.22302083333333336,0.217,0.24700000000000003,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,current_filtered,unintended_generalization,0.14472795497185742,0.14472795497185742,0.14528351757369615,560,547,533,13,0,56,56,0.9767857142857143,0.9744058500914077,0.9517857142857142,0.14528351757369615,0.1452835175736961,0.13775,0.1859642857142857,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,paper_raw,capability,0.22315972222222222,0.22641025641025642,0.22315972222222222,200,195,195,5,0,20,20,0.975,1.0,0.975,0.22315972222222222,0.2231597222222222,0.22075,0.24575000000000002,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,paper_raw,unintended_generalization,0.10773809523809523,0.10968921389396709,0.10773809523809523,560,547,547,13,0,56,56,0.9767857142857143,1.0,0.9767857142857143,0.10773809523809523,0.1077380952380952,0.10714285714285714,0.13035714285714287,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,paper_filtered,capability,0.22315972222222222,0.22641025641025642,0.22315972222222222,200,195,195,5,0,20,20,0.975,1.0,0.975,0.22315972222222222,0.2231597222222222,0.22075,0.24575000000000002,,,
bad_medical_advice,llama31_8b,ip,Alignment,1,paper_filtered,unintended_generalization,0.10654761904761904,0.10845588235294118,0.10654761904761904,560,547,544,13,0,56,56,0.9767857142857143,0.9945155393053017,0.9714285714285714,0.10654761904761904,0.10654761904761909,0.10535714285714286,0.13392857142857142,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,current_raw,capability,0.649746192893401,0.649746192893401,0.64925,200,197,197,3,0,20,20,0.985,1.0,0.985,0.64925,0.64925,0.64,0.655,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,current_raw,unintended_generalization,0.1606547619047619,0.1606547619047619,0.1572025252525253,560,504,504,56,0,56,55,0.9,1.0,0.9,0.15439533730158733,0.1722524801587301,0.14458928571428573,0.24458928571428576,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,current_filtered,capability,0.6447643979057592,0.6447643979057592,0.646375,200,197,191,3,0,20,20,0.985,0.9695431472081218,0.955,0.646375,0.6463750000000001,0.61575,0.6607499999999998,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,current_filtered,unintended_generalization,0.157570281124498,0.157570281124498,0.16176212121212122,560,504,498,56,0,56,55,0.9,0.9880952380952381,0.8892857142857142,0.15887351190476193,0.1767306547619048,0.140125,0.25083928571428576,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,paper_raw,capability,0.64925,0.649746192893401,0.64925,200,197,197,3,0,20,20,0.985,1.0,0.985,0.64925,0.64925,0.64,0.655,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,paper_raw,unintended_generalization,0.12454545454545454,0.12698412698412698,0.12454545454545454,560,504,504,56,0,56,55,0.9,1.0,0.9,0.12232142857142857,0.14017857142857146,0.11428571428571428,0.21428571428571427,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,paper_filtered,capability,0.64925,0.649746192893401,0.64925,200,197,197,3,0,20,20,0.985,1.0,0.985,0.64925,0.64925,0.64,0.655,,,
bad_medical_advice,llama31_8b,kld,Alignment,1,paper_filtered,unintended_generalization,0.12454545454545454,0.1272365805168986,0.12454545454545454,560,504,503,56,0,56,55,0.9,0.998015873015873,0.8982142857142857,0.12232142857142857,0.14017857142857146,0.11428571428571428,0.21607142857142858,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,current_raw,capability,0.6970999999999999,0.6970999999999999,0.6971,200,200,200,0,0,20,20,1.0,1.0,1.0,0.6971,0.6971,0.6970999999999999,0.6970999999999998,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,current_raw,unintended_generalization,0.3048256880733945,0.3048256880733945,0.3004119897959184,560,545,545,15,0,56,56,0.9732142857142857,1.0,0.9732142857142857,0.3004119897959184,0.30041198979591827,0.2966607142857143,0.3234464285714286,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,current_filtered,capability,0.6914130434782608,0.6914130434782608,0.6929305555555556,200,200,184,0,0,20,20,1.0,0.92,0.92,0.6929305555555556,0.6929305555555555,0.6361,0.7161000000000002,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,current_filtered,unintended_generalization,0.28192079207920795,0.28192079207920795,0.2874206349206349,560,545,505,15,0,56,56,0.9732142857142857,0.926605504587156,0.9017857142857143,0.2874206349206349,0.2874206349206351,0.25423214285714285,0.3524464285714286,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,paper_raw,capability,0.6971,0.6970999999999999,0.6971,200,200,200,0,0,20,20,1.0,1.0,1.0,0.6971,0.6971,0.6970999999999999,0.6970999999999998,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,paper_raw,unintended_generalization,0.25128968253968254,0.25688073394495414,0.25128968253968254,560,545,545,15,0,56,56,0.9732142857142857,1.0,0.9732142857142857,0.25128968253968254,0.25128968253968254,0.25,0.2767857142857143,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,paper_filtered,capability,0.6966694444444445,0.6968020304568529,0.6966694444444445,200,200,197,0,0,20,20,1.0,0.985,0.985,0.6966694444444445,0.6966694444444442,0.68635,0.7013499999999999,,,
bad_medical_advice,olmo3_7b,baseline,Alignment,1,paper_filtered,unintended_generalization,0.24623015873015874,0.24906367041198502,0.24623015873015874,560,545,534,15,0,56,56,0.9732142857142857,0.9798165137614679,0.9535714285714286,0.24623015873015874,0.24623015873015877,0.2375,0.2839285714285714,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,current_raw,capability,0.6954,0.6954,0.6954,200,200,200,0,0,20,20,1.0,1.0,1.0,0.6954,0.6954,0.6954,0.6954000000000002,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,current_raw,unintended_generalization,0.35380776340110903,0.35380776340110903,0.3479657738095238,560,541,541,19,0,56,56,0.9660714285714286,1.0,0.9660714285714286,0.3479657738095238,0.3479657738095239,0.34180357142857143,0.3757321428571428,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,current_filtered,capability,0.6837566137566137,0.6837566137566137,0.6802708333333334,200,200,189,0,0,20,20,1.0,0.945,0.945,0.6802708333333334,0.6802708333333335,0.64615,0.70115,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,current_filtered,unintended_generalization,0.34058252427184466,0.34058252427184466,0.3384826388888889,560,541,515,19,0,56,56,0.9660714285714286,0.9519408502772643,0.9196428571428571,0.3384826388888889,0.338482638888889,0.3132142857142857,0.3935714285714285,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,paper_raw,capability,0.6954,0.6954,0.6954,200,200,200,0,0,20,20,1.0,1.0,1.0,0.6954,0.6954,0.6954,0.6954000000000002,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,paper_raw,unintended_generalization,0.29627976190476185,0.3031423290203327,0.29627976190476185,560,541,541,19,0,56,56,0.9660714285714286,1.0,0.9660714285714286,0.29627976190476185,0.29627976190476196,0.29285714285714287,0.3267857142857143,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,paper_filtered,capability,0.6942611111111111,0.6943718592964825,0.6942611111111111,200,200,199,0,0,20,20,1.0,0.995,0.995,0.6942611111111111,0.6942611111111112,0.6909000000000001,0.6959000000000001,,,
bad_medical_advice,olmo3_7b,freeze_first,Alignment,1,paper_filtered,unintended_generalization,0.2876984126984127,0.2945590994371482,0.2876984126984127,560,541,533,19,0,56,56,0.9660714285714286,0.9852125693160814,0.9517857142857142,0.2876984126984127,0.28769841269841273,0.28035714285714286,0.32857142857142857,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,current_raw,capability,0.6251256281407035,0.6251256281407035,0.6265833333333333,200,199,199,1,0,20,20,0.995,1.0,0.995,0.6265833333333333,0.6265833333333333,0.622,0.6269999999999999,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,current_raw,unintended_generalization,0.31023809523809526,0.31023809523809526,0.3059697420634921,560,546,546,14,0,56,56,0.975,1.0,0.975,0.3059697420634921,0.3059697420634921,0.30248214285714287,0.32748214285714283,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,current_filtered,capability,0.6017241379310345,0.6017241379310345,0.6051279761904762,200,199,174,1,0,20,20,0.995,0.8743718592964824,0.87,0.6051279761904762,0.6051279761904762,0.5235,0.6535,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,current_filtered,unintended_generalization,0.2862626262626263,0.2862626262626263,0.2935559098639456,560,546,495,14,0,56,56,0.975,0.9065934065934066,0.8839285714285714,0.2935559098639456,0.29355590986394553,0.2530357142857143,0.3691071428571429,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,paper_raw,capability,0.6265833333333333,0.6251256281407035,0.6265833333333333,200,199,199,1,0,20,20,0.995,1.0,0.995,0.6265833333333333,0.6265833333333333,0.622,0.6269999999999999,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,paper_raw,unintended_generalization,0.25758928571428574,0.2619047619047619,0.25758928571428574,560,546,546,14,0,56,56,0.975,1.0,0.975,0.25758928571428574,0.2575892857142857,0.25535714285714284,0.28035714285714286,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,paper_filtered,capability,0.6145138888888889,0.6125,0.6145138888888889,200,199,188,1,0,20,20,0.995,0.9447236180904522,0.94,0.6145138888888889,0.6145138888888887,0.57575,0.6357499999999999,,,
bad_medical_advice,olmo3_7b,freeze_last,Alignment,1,paper_filtered,unintended_generalization,0.2551587301587302,0.2565543071161049,0.2551587301587302,560,546,534,14,0,56,56,0.975,0.978021978021978,0.9535714285714286,0.2551587301587302,0.2551587301587302,0.24464285714285713,0.2910714285714286,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,current_raw,capability,0.6933499999999999,0.6933499999999999,0.69335,200,200,200,0,0,20,20,1.0,1.0,1.0,0.69335,0.6933500000000002,0.6933499999999999,0.6933499999999998,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,current_raw,unintended_generalization,0.35741818181818186,0.35741818181818186,0.35405853174603175,560,550,550,10,0,56,56,0.9821428571428571,1.0,0.9821428571428571,0.35405853174603175,0.3540585317460318,0.3510357142857143,0.3688928571428572,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,current_filtered,capability,0.6829946524064171,0.6829946524064171,0.6888916666666667,200,200,187,0,0,20,20,1.0,0.935,0.935,0.6888916666666667,0.6888916666666667,0.6386,0.7036000000000001,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,current_filtered,unintended_generalization,0.338828125,0.338828125,0.34485260770975057,560,550,512,10,0,56,56,0.9821428571428571,0.9309090909090909,0.9142857142857143,0.34485260770975057,0.34485260770975046,0.3097857142857143,0.3955,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,paper_raw,capability,0.69335,0.6933499999999999,0.69335,200,200,200,0,0,20,20,1.0,1.0,1.0,0.69335,0.6933500000000002,0.6933499999999999,0.6933499999999998,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,paper_raw,unintended_generalization,0.3049603174603175,0.3090909090909091,0.3049603174603175,560,550,550,10,0,56,56,0.9821428571428571,1.0,0.9821428571428571,0.3049603174603175,0.30496031746031754,0.30357142857142855,0.32142857142857145,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,paper_filtered,capability,0.6911555555555555,0.6917258883248731,0.6911555555555555,200,200,197,0,0,20,20,1.0,0.985,0.985,0.6911555555555555,0.6911555555555555,0.68135,0.6963499999999999,,,
bad_medical_advice,olmo3_7b,freeze_second,Alignment,1,paper_filtered,unintended_generalization,0.30209750566893423,0.30223880597014924,0.30209750566893423,560,550,536,10,0,56,56,0.9821428571428571,0.9745454545454545,0.9571428571428572,0.30209750566893423,0.3020975056689344,0.2892857142857143,0.33214285714285713,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,current_raw,capability,0.6776381909547738,0.6776381909547738,0.679,200,199,199,1,0,20,20,0.995,1.0,0.995,0.679,0.6789999999999999,0.67425,0.6792500000000001,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,current_raw,unintended_generalization,0.29444444444444445,0.29444444444444445,0.2905548469387755,560,540,540,20,0,56,56,0.9642857142857143,1.0,0.9642857142857143,0.2905548469387755,0.2905548469387756,0.2839285714285714,0.3196428571428571,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,current_filtered,capability,0.667989417989418,0.667989417989418,0.6703055555555555,200,199,189,1,0,20,20,0.995,0.949748743718593,0.945,0.6703055555555555,0.6703055555555555,0.63125,0.68625,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,current_filtered,unintended_generalization,0.285049115913556,0.285049115913556,0.28536642573696147,560,540,509,20,0,56,56,0.9642857142857143,0.9425925925925925,0.9089285714285714,0.28536642573696147,0.2853664257369614,0.25908928571428574,0.3501607142857143,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,paper_raw,capability,0.679,0.6776381909547738,0.679,200,199,199,1,0,20,20,0.995,1.0,0.995,0.679,0.6789999999999999,0.67425,0.6792500000000001,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,paper_raw,unintended_generalization,0.2486607142857143,0.2518518518518518,0.2486607142857143,560,540,540,20,0,56,56,0.9642857142857143,1.0,0.9642857142857143,0.2486607142857143,0.24866071428571423,0.24285714285714285,0.2785714285714286,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,paper_filtered,capability,0.6784722222222223,0.6772727272727272,0.6784722222222223,200,199,198,1,0,20,20,0.995,0.9949748743718593,0.99,0.6784722222222223,0.6784722222222221,0.6705,0.6805000000000001,,,
bad_medical_advice,olmo3_7b,ip,Alignment,1,paper_filtered,unintended_generalization,0.24715136054421769,0.24812030075187969,0.24715136054421769,560,540,532,20,0,56,56,0.9642857142857143,0.9851851851851852,0.95,0.24715136054421769,0.24715136054421777,0.2357142857142857,0.2857142857142857,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,current_raw,capability,0.6851515151515152,0.6851515151515152,0.6842833333333334,200,198,198,2,0,20,20,0.99,1.0,0.99,0.6842833333333334,0.6842833333333331,0.6783,0.6882999999999998,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,current_raw,unintended_generalization,0.11625461254612547,0.11625461254612547,0.11493253968253969,560,542,542,18,0,56,56,0.9678571428571429,1.0,0.9678571428571429,0.11493253968253969,0.11493253968253965,0.11251785714285716,0.14466071428571428,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,current_filtered,capability,0.6767914438502673,0.6767914438502673,0.6749861111111111,200,198,187,2,0,20,20,0.99,0.9444444444444444,0.935,0.6749861111111111,0.6749861111111108,0.6328,0.6978,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,current_filtered,unintended_generalization,0.10181818181818182,0.10181818181818182,0.11161954365079366,560,542,528,18,0,56,56,0.9678571428571429,0.974169741697417,0.9428571428571428,0.11161954365079366,0.11161954365079373,0.09600000000000002,0.15314285714285714,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,paper_raw,capability,0.6842833333333334,0.6851515151515152,0.6842833333333334,200,198,198,2,0,20,20,0.99,1.0,0.99,0.6842833333333334,0.6842833333333331,0.6783,0.6882999999999998,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,paper_raw,unintended_generalization,0.09623015873015874,0.09778597785977859,0.09623015873015874,560,542,542,18,0,56,56,0.9678571428571429,1.0,0.9678571428571429,0.09623015873015874,0.09623015873015868,0.09464285714285714,0.12678571428571428,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,paper_filtered,capability,0.6839222222222222,0.6837244897959183,0.6839222222222222,200,198,196,2,0,20,20,0.99,0.98989898989899,0.98,0.6839222222222222,0.6839222222222222,0.6700499999999999,0.6900499999999999,,,
bad_medical_advice,olmo3_7b,kld,Alignment,1,paper_filtered,unintended_generalization,0.09464285714285714,0.08801498127340825,0.09464285714285714,560,542,534,18,0,56,56,0.9678571428571429,0.985239852398524,0.9535714285714286,0.09464285714285714,0.0946428571428571,0.08392857142857142,0.13035714285714287,,,
bad_medical_advice,qwen3_8b,baseline,Alignment,1,current_raw,capability,0.71175,0.71175,0.71175,200,200,200,0,0,20,20,1.0,1.0,1.0,0.71175,0.71175,0.71175,0.7117500000000001,,,
bad_medical_advice,qwen3_8b,baseline,Alignment,1,current_raw,unintended_generalization,0.38525547445255476,0.38525547445255476,0.38124263038548756,560,548,548,12,0,56,56,0.9785714285714285,1.0,0.9785714285714285,0.38124263038548756,0.3812426303854876,0.377,0.3984285714285714,,,
bad_medical_advice,qwen3_8b,baseline,Alignment,1,current_filtered,capability,0.7066137566137567,0.7066137566137567,0.7125069444444445,200,200,189,0,0,20,20,1.0,0.945,0.945,0.7125069444444445,0.7125069444444445,0.6677500000000001,0.72275,,,
bad_medical_advice,qwen3_8b,baseline,Alignment,1,current_filtered,unintended_generalization,0.3696613545816733,0.3696613545816733,0.36778266723356007,560,548,502,12,0,56,56,0.9785714285714285,0.916058394160584,0.8964285714285715,0.36778266723356007,0.3677826672335601,0.331375,0.43494642857142846,,,
bad_medical_advice,qwen3_8b,baseline,Alignment,1,paper_raw,capability,0.71175,0.71175,0.71175,200,200,200,0,0,20,20,1.0,1.0,1.0,0.71175,0.71175,0.71175,0.7117500000000001,,,
bad_medical_advice,qwen3_8b,baseline,Alignment,1,paper_raw,unintended_generalization,0.35299744897959184,0.35766423357664234,0.35299744897959184,560,548,548,12,0,56,56,0.9785714285714285,1.0,0.9785714285714285,0.35299744897959184,0.3529974489795918,0.35,0.37142857142857144,,,
bad_medical_advice,qwen3_8b,baseline,Alignment,1,paper_filtered,capability,0.7129444444444444,0.7123737373737374,0.7129444444444444,200,200,198,0,0,20,20,1.0,0.99,0.99,0.7129444444444444,0.7129444444444445,0.70525,0.71525,,,
